feature,coefficient,abs_coefficient,category
content_effectiveness_of_pigouvian_taxes_then_greenhouse_gas_emissions_s2s3,-0.14951625358561685,0.14951625358561685,Content Chains (len-2)
content_land_and_water_resource_use_then_alternative_protein_innovation_s2s3,-0.1479332992750196,0.1479332992750196,Content Chains (len-2)
struct_causal_reasoning_then_conditional_s2s3,0.14292320632855723,0.14292320632855723,Structure Chains (len-2)
step3_conclusion_and_summary_x_animal_welfare_ethics,-0.13631034224865468,0.13631034224865468,Position Interactions
step2_conditional_x_greenhouse_gas_emissions,-0.13449490030705882,0.13449490030705882,Position Interactions
content_greenhouse_gas_emissions_then_food_equity_and_access_s2s3,-0.13426732019955048,0.13426732019955048,Content Chains (len-2)
step3_clarification_and_specification_x_healthcare_cost_externalities,0.1231037988457,0.1231037988457,Position Interactions
content_international_policy_precedents_then_food_equity_and_access_s2s3,-0.12270350456538738,0.12270350456538738,Content Chains (len-2)
step2_addition_and_elaboration_x_land_and_water_resource_use,0.12118979833198075,0.12118979833198075,Position Interactions
struct_evidence_and_authority_then_conditional_s2s3,0.1210985696246209,0.1210985696246209,Structure Chains (len-2)
step3_sequence_and_transition_x_effectiveness_of_pigouvian_taxes,-0.12034656033798449,0.12034656033798449,Position Interactions
step2_addition_and_elaboration_x_effectiveness_of_pigouvian_taxes,0.11977347214736923,0.11977347214736923,Position Interactions
step3_emphasis_and_evaluation_x_land_and_water_resource_use,-0.11776742277138856,0.11776742277138856,Position Interactions
step3_food_equity_and_access,0.11622095012682276,0.11622095012682276,Content Position
step2_conclusion_and_summary_x_healthcare_cost_externalities,0.11604617929030857,0.11604617929030857,Position Interactions
step2_clarification_and_specification_x_international_policy_precedents,-0.11429481689809662,0.11429481689809662,Position Interactions
step3_emphasis_and_evaluation_x_public_health_outcomes,0.1126716285875444,0.1126716285875444,Position Interactions
struct_sequence_and_transition_then_conclusion_and_summary_s2s3,0.11051510192759424,0.11051510192759424,Structure Chains (len-2)
step3_concession_and_contrast_x_greenhouse_gas_emissions,-0.10940975603231146,0.10940975603231146,Position Interactions
struct_clarification_and_specification_then_causal_reasoning_s2s3,0.10826947140741652,0.10826947140741652,Structure Chains (len-2)
step2_concession_and_contrast,0.10417515558326113,0.10417515558326113,Structure Position
content_agricultural_subsidy_reform_then_food_equity_and_access_s2s3,0.10248977026620099,0.10248977026620099,Content Chains (len-2)
step3_conclusion_and_summary_x_effectiveness_of_pigouvian_taxes,0.0988862325132992,0.0988862325132992,Position Interactions
step2_international_policy_precedents,0.0949034467991064,0.0949034467991064,Content Position
step2_addition_and_elaboration_x_agricultural_subsidy_reform,-0.09259224712192987,0.09259224712192987,Position Interactions
content_healthcare_cost_externalities_then_international_policy_precedents_s2s3,0.09175399038160076,0.09175399038160076,Content Chains (len-2)
step2_conditional_x_public_health_outcomes,-0.09149901628950458,0.09149901628950458,Position Interactions
step1_causal_reasoning_x_land_and_water_resource_use,0.08965388164381402,0.08965388164381402,Position Interactions
struct_causal_reasoning_then_clarification_and_specification_s2s3,0.08889681451887282,0.08889681451887282,Structure Chains (len-2)
content_public_health_outcomes_then_alternative_protein_innovation_s2s3,0.08328619023167651,0.08328619023167651,Content Chains (len-2)
struct_clarification_and_specification_then_addition_and_elaboration_s2s3,-0.0814193871294871,0.0814193871294871,Structure Chains (len-2)
content_agricultural_subsidy_reform_then_agricultural_subsidy_reform_s2s3,-0.0781457263453227,0.0781457263453227,Content Chains (len-2)
step3_clarification_and_specification_x_food_equity_and_access,0.07803459535190611,0.07803459535190611,Position Interactions
step2_conditional,-0.07689413692309129,0.07689413692309129,Structure Position
content_agricultural_subsidy_reform_then_public_health_outcomes_s1s2,-0.07635395131545747,0.07635395131545747,Content Chains (len-2)
struct_conditional_then_causal_reasoning_s1s2,-0.07431523453391616,0.07431523453391616,Structure Chains (len-2)
step2_evidence_and_authority,0.06944864713770545,0.06944864713770545,Structure Position
struct_evidence_and_authority_then_emphasis_and_evaluation_s2s3,-0.06830124996097477,0.06830124996097477,Structure Chains (len-2)
step3_emphasis_and_evaluation_x_greenhouse_gas_emissions,-0.06707457629576317,0.06707457629576317,Position Interactions
step2_emphasis_and_evaluation_x_healthcare_cost_externalities,-0.06586456377174056,0.06586456377174056,Position Interactions
step2_conclusion_and_summary_x_agricultural_subsidy_reform,-0.06461734773161384,0.06461734773161384,Position Interactions
step2_clarification_and_specification_x_agricultural_subsidy_reform,0.06403022281221629,0.06403022281221629,Position Interactions
step2_addition_and_elaboration_x_healthcare_cost_externalities,0.06254106633274409,0.06254106633274409,Position Interactions
struct_emphasis_and_evaluation_then_sequence_and_transition_s2s3,0.060294275707805246,0.060294275707805246,Structure Chains (len-2)
step3_conclusion_and_summary_x_public_health_outcomes,-0.05896332935939512,0.05896332935939512,Position Interactions
step3_alternative_protein_innovation,-0.05888577948295883,0.05888577948295883,Content Position
step2_evidence_and_authority_x_public_health_outcomes,0.05798327428685873,0.05798327428685873,Position Interactions
step3_addition_and_elaboration_x_international_policy_precedents,0.05692139060446953,0.05692139060446953,Position Interactions
content_land_and_water_resource_use_then_land_and_water_resource_use_s1s2,-0.055656286467743704,0.055656286467743704,Content Chains (len-2)
content_land_and_water_resource_use_then_healthcare_cost_externalities_s1s2,0.053289502527064644,0.053289502527064644,Content Chains (len-2)
content_effectiveness_of_pigouvian_taxes_then_healthcare_cost_externalities_s2s3,0.05070956317164889,0.05070956317164889,Content Chains (len-2)
struct_evidence_and_authority_then_addition_and_elaboration_s2s3,0.048946678400619295,0.048946678400619295,Structure Chains (len-2)
content_land_and_water_resource_use_then_greenhouse_gas_emissions_s1s2,-0.04778146692408457,0.04778146692408457,Content Chains (len-2)
step2_emphasis_and_evaluation_x_international_policy_precedents,0.04547192080621358,0.04547192080621358,Position Interactions
step3_healthcare_cost_externalities,0.04369870590193222,0.04369870590193222,Content Position
struct_concession_and_contrast_then_addition_and_elaboration_s2s3,0.040834402158025404,0.040834402158025404,Structure Chains (len-2)
step3_clarification_and_specification_x_international_policy_precedents,-0.040558734277037385,0.040558734277037385,Position Interactions
step3_conclusion_and_summary,-0.03950870231483552,0.03950870231483552,Structure Position
struct_conditional_then_conclusion_and_summary_s2s3,0.038936068096269406,0.038936068096269406,Structure Chains (len-2)
content_healthcare_cost_externalities_then_healthcare_cost_externalities_s2s3,-0.035262570481330746,0.035262570481330746,Content Chains (len-2)
content_greenhouse_gas_emissions_then_public_health_outcomes_s2s3,-0.035064314137667925,0.035064314137667925,Content Chains (len-2)
step3_concession_and_contrast,-0.03484762698244807,0.03484762698244807,Structure Position
step1_addition_and_elaboration_x_agricultural_subsidy_reform,-0.03449003264247278,0.03449003264247278,Position Interactions
struct_conditional_then_conclusion_and_summary_s1s2,0.034318048745942575,0.034318048745942575,Structure Chains (len-2)
content_agricultural_subsidy_reform_then_healthcare_cost_externalities_s2s3,0.03413123416912188,0.03413123416912188,Content Chains (len-2)
step2_addition_and_elaboration,0.03390409398130364,0.03390409398130364,Structure Position
step2_addition_and_elaboration_x_international_policy_precedents,-0.03376195127945412,0.03376195127945412,Position Interactions
step2_emphasis_and_evaluation_x_greenhouse_gas_emissions,-0.03171060795282647,0.03171060795282647,Position Interactions
struct_emphasis_and_evaluation_then_conclusion_and_summary_s2s3,-0.031324582533364696,0.031324582533364696,Structure Chains (len-2)
struct_conditional_then_causal_reasoning_s2s3,-0.027257701707619087,0.027257701707619087,Structure Chains (len-2)
step2_sequence_and_transition,0.02717984954247855,0.02717984954247855,Structure Position
step2_sequence_and_transition_x_effectiveness_of_pigouvian_taxes,-0.026174155957092014,0.026174155957092014,Position Interactions
content_public_health_outcomes_then_healthcare_cost_externalities_s2s3,-0.02561413478003844,0.02561413478003844,Content Chains (len-2)
struct_clarification_and_specification_then_clarification_and_specification_s2s3,-0.0245884427526175,0.0245884427526175,Structure Chains (len-2)
step2_causal_reasoning_x_healthcare_cost_externalities,-0.02397105011630786,0.02397105011630786,Position Interactions
content_healthcare_cost_externalities_then_greenhouse_gas_emissions_s2s3,0.023753501430244732,0.023753501430244732,Content Chains (len-2)
struct_conditional_then_clarification_and_specification_s1s2,-0.02219147203627949,0.02219147203627949,Structure Chains (len-2)
step2_sequence_and_transition_x_alternative_protein_innovation,-0.021937449255617258,0.021937449255617258,Position Interactions
content_public_health_outcomes_then_international_policy_precedents_s2s3,0.0212823749683493,0.0212823749683493,Content Chains (len-2)
step2_sequence_and_transition_x_international_policy_precedents,0.019426413056317784,0.019426413056317784,Position Interactions
step3_causal_reasoning_x_healthcare_cost_externalities,-0.015686184353693653,0.015686184353693653,Position Interactions
step3_conclusion_and_summary_x_agricultural_subsidy_reform,-0.01420847943506677,0.01420847943506677,Position Interactions
step3_causal_reasoning_x_agricultural_subsidy_reform,0.011830410476779294,0.011830410476779294,Position Interactions
struct_addition_and_elaboration_then_conclusion_and_summary_s2s3,-0.010416675181300461,0.010416675181300461,Structure Chains (len-2)
step3_addition_and_elaboration_x_agricultural_subsidy_reform,-0.008615057344250254,0.008615057344250254,Position Interactions
struct_conclusion_and_summary_then_causal_reasoning_s2s3,-0.007197370040301689,0.007197370040301689,Structure Chains (len-2)
struct_sequence_and_transition_then_causal_reasoning_s2s3,-0.005062453724627377,0.005062453724627377,Structure Chains (len-2)
content_agricultural_subsidy_reform_then_public_health_outcomes_s2s3,0.0032240782023702265,0.0032240782023702265,Content Chains (len-2)
struct_causal_reasoning_then_addition_and_elaboration_s2s3,-0.002406570139473652,0.002406570139473652,Structure Chains (len-2)
step2_emphasis_and_evaluation,-0.001730645457170602,0.001730645457170602,Structure Position
struct_causal_reasoning_then_emphasis_and_evaluation_s2s3,-0.0015017910165647588,0.0015017910165647588,Structure Chains (len-2)
step2_addition_and_elaboration_x_greenhouse_gas_emissions,-0.0002330208154985618,0.0002330208154985618,Position Interactions
